quarter,state,population
1995-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,28.9
1995-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,25.4
1996-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,39.6
1996-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,15.7
1996-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,27.7
1996-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,20.1
1997-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,36.1
1997-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,10.6
1997-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,22.9
1997-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,14
1998-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,33.7
1998-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,8.5
1998-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,26.5
1998-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,20.1
1999-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,35.1
1999-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,14.8
1999-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,29.7
1999-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,24.6
2000-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,37.4
2000-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,15.5
2000-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,31.9
2000-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,26.6
2001-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,54.8
2001-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,22.4
2001-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,35.7
2001-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,27.5
2002-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,50.6
2002-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,20
2002-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,39.9
2002-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,28.5
2003-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,60.4
2003-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,25.4
2003-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,47.4
2003-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,30.4
2004-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,62.9
2004-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,23.9
2004-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,50.7
2004-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,31.3
2005-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,68.8
2005-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,27.1
2005-09-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,55.2
2005-12-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,39.4
2006-03-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,73.7
2006-06-01 00:00:00,Net Permanent and Long Term Movement ;  Australia ;,31
Unit,Migration Adjustment ;  Australia ;,000
Series Type,Migration Adjustment ;  Australia ;,Original
Data Type,Migration Adjustment ;  Australia ;,FLOW
Frequency,Migration Adjustment ;  Australia ;,Quarter
Collection Month,Migration Adjustment ;  Australia ;,3
Series Start,Migration Adjustment ;  Australia ;,1981-06-01 00:00:00
Series End,Migration Adjustment ;  Australia ;,2024-12-01 00:00:00
No. Obs,Migration Adjustment ;  Australia ;,175
Series ID,Migration Adjustment ;  Australia ;,A2133250V
1981-06-01 00:00:00,Migration Adjustment ;  Australia ;,-3.6
1981-09-01 00:00:00,Migration Adjustment ;  Australia ;,3.3
1981-12-01 00:00:00,Migration Adjustment ;  Australia ;,-0.5
1982-03-01 00:00:00,Migration Adjustment ;  Australia ;,-1
1982-06-01 00:00:00,Migration Adjustment ;  Australia ;,3.3
1982-09-01 00:00:00,Migration Adjustment ;  Australia ;,2.5
1982-12-01 00:00:00,Migration Adjustment ;  Australia ;,-5
1983-03-01 00:00:00,Migration Adjustment ;  Australia ;,1.1
1983-06-01 00:00:00,Migration Adjustment ;  Australia ;,-0.7
1983-09-01 00:00:00,Migration Adjustment ;  Australia ;,3.3
1983-12-01 00:00:00,Migration Adjustment ;  Australia ;,-1.7
1984-03-01 00:00:00,Migration Adjustment ;  Australia ;,-3.3
1984-06-01 00:00:00,Migration Adjustment ;  Australia ;,4.2
1984-09-01 00:00:00,Migration Adjustment ;  Australia ;,3.6
1984-12-01 00:00:00,Migration Adjustment ;  Australia ;,-1.9
1985-03-01 00:00:00,Migration Adjustment ;  Australia ;,1.7
1985-06-01 00:00:00,Migration Adjustment ;  Australia ;,2.3
1985-09-01 00:00:00,Migration Adjustment ;  Australia ;,4.1
1985-12-01 00:00:00,Migration Adjustment ;  Australia ;,2.1
1986-03-01 00:00:00,Migration Adjustment ;  Australia ;,-1.7
1986-06-01 00:00:00,Migration Adjustment ;  Australia ;,2
1986-09-01 00:00:00,Migration Adjustment ;  Australia ;,3.7
1986-12-01 00:00:00,Migration Adjustment ;  Australia ;,2.5
1987-03-01 00:00:00,Migration Adjustment ;  Australia ;,6.1
1987-06-01 00:00:00,Migration Adjustment ;  Australia ;,4.3
1987-09-01 00:00:00,Migration Adjustment ;  Australia ;,6.2
1987-12-01 00:00:00,Migration Adjustment ;  Australia ;,-4.3
1988-03-01 00:00:00,Migration Adjustment ;  Australia ;,5.5
1988-06-01 00:00:00,Migration Adjustment ;  Australia ;,-1.2
1988-09-01 00:00:00,Migration Adjustment ;  Australia ;,15.9
1988-12-01 00:00:00,Migration Adjustment ;  Australia ;,3.5
1989-03-01 00:00:00,Migration Adjustment ;  Australia ;,7.7
1989-06-01 00:00:00,Migration Adjustment ;  Australia ;,-6.9
1989-09-01 00:00:00,Migration Adjustment ;  Australia ;,4.9
1989-12-01 00:00:00,Migration Adjustment ;  Australia ;,5.8
1990-03-01 00:00:00,Migration Adjustment ;  Australia ;,6.3
1990-06-01 00:00:00,Migration Adjustment ;  Australia ;,3.8
1990-09-01 00:00:00,Migration Adjustment ;  Australia ;,-1.2
1990-12-01 00:00:00,Migration Adjustment ;  Australia ;,-8.3
1991-03-01 00:00:00,Migration Adjustment ;  Australia ;,4.6
1991-06-01 00:00:00,Migration Adjustment ;  Australia ;,-3.3
1991-09-01 00:00:00,Migration Adjustment ;  Australia ;,-0.8
1991-12-01 00:00:00,Migration Adjustment ;  Australia ;,-12.3
1992-03-01 00:00:00,Migration Adjustment ;  Australia ;,-1
1992-06-01 00:00:00,Migration Adjustment ;  Australia ;,-7.2
1992-09-01 00:00:00,Migration Adjustment ;  Australia ;,-4
1992-12-01 00:00:00,Migration Adjustment ;  Australia ;,-13.2
1993-03-01 00:00:00,Migration Adjustment ;  Australia ;,-2
1993-06-01 00:00:00,Migration Adjustment ;  Australia ;,-13.4
1993-09-01 00:00:00,Migration Adjustment ;  Australia ;,1.5
1993-12-01 00:00:00,Migration Adjustment ;  Australia ;,-8.7
1994-03-01 00:00:00,Migration Adjustment ;  Australia ;,-6.2
1994-06-01 00:00:00,Migration Adjustment ;  Australia ;,-7.4
1994-09-01 00:00:00,Migration Adjustment ;  Australia ;,4.3
1994-12-01 00:00:00,Migration Adjustment ;  Australia ;,-15.4
1995-03-01 00:00:00,Migration Adjustment ;  Australia ;,-7.8
1995-06-01 00:00:00,Migration Adjustment ;  Australia ;,6.1
1995-09-01 00:00:00,Migration Adjustment ;  Australia ;,0.2
1995-12-01 00:00:00,Migration Adjustment ;  Australia ;,3.8
1996-03-01 00:00:00,Migration Adjustment ;  Australia ;,-14.5
1996-06-01 00:00:00,Migration Adjustment ;  Australia ;,4.9
1996-09-01 00:00:00,Migration Adjustment ;  Australia ;,4.6
1996-12-01 00:00:00,Migration Adjustment ;  Australia ;,-0.7
1997-03-01 00:00:00,Migration Adjustment ;  Australia ;,-6.7
1997-06-01 00:00:00,Migration Adjustment ;  Australia ;,-4.5
2001-09-01 00:00:00,Migration Adjustment ;  Australia ;,-7.9
2001-12-01 00:00:00,Migration Adjustment ;  Australia ;,3.7
2002-03-01 00:00:00,Migration Adjustment ;  Australia ;,-14.2
2002-06-01 00:00:00,Migration Adjustment ;  Australia ;,-4.7
2002-09-01 00:00:00,Migration Adjustment ;  Australia ;,-10.1
2002-12-01 00:00:00,Migration Adjustment ;  Australia ;,0.4
2003-03-01 00:00:00,Migration Adjustment ;  Australia ;,-18.8
2003-06-01 00:00:00,Migration Adjustment ;  Australia ;,-9.3
2003-09-01 00:00:00,Migration Adjustment ;  Australia ;,-20.2
2003-12-01 00:00:00,Migration Adjustment ;  Australia ;,-5.2
2004-03-01 00:00:00,Migration Adjustment ;  Australia ;,-27.5
2004-06-01 00:00:00,Migration Adjustment ;  Australia ;,-11.8
2004-09-01 00:00:00,Migration Adjustment ;  Australia ;,-20.4
2004-12-01 00:00:00,Migration Adjustment ;  Australia ;,-2.8
2005-03-01 00:00:00,Migration Adjustment ;  Australia ;,-21.8
2005-06-01 00:00:00,Migration Adjustment ;  Australia ;,-9.3
2005-09-01 00:00:00,Migration Adjustment ;  Australia ;,-17.7
2005-12-01 00:00:00,Migration Adjustment ;  Australia ;,-4.8
2006-03-01 00:00:00,Migration Adjustment ;  Australia ;,-20.5
2006-06-01 00:00:00,Migration Adjustment ;  Australia ;,-9.6
Unit,Net Overseas Migration ;  Australia ;,000
Series Type,Net Overseas Migration ;  Australia ;,Original
Data Type,Net Overseas Migration ;  Australia ;,FLOW
Frequency,Net Overseas Migration ;  Australia ;,Quarter
Collection Month,Net Overseas Migration ;  Australia ;,3
Series Start,Net Overseas Migration ;  Australia ;,1981-06-01 00:00:00
Series End,Net Overseas Migration ;  Australia ;,2024-12-01 00:00:00
No. Obs,Net Overseas Migration ;  Australia ;,175
Series ID,Net Overseas Migration ;  Australia ;,A2133254C
1981-06-01 00:00:00,Net Overseas Migration ;  Australia ;,25.6
1981-09-01 00:00:00,Net Overseas Migration ;  Australia ;,34.1
1981-12-01 00:00:00,Net Overseas Migration ;  Australia ;,34.5
1982-03-01 00:00:00,Net Overseas Migration ;  Australia ;,31.4
1982-06-01 00:00:00,Net Overseas Migration ;  Australia ;,28.1
1982-09-01 00:00:00,Net Overseas Migration ;  Australia ;,26.9
1982-12-01 00:00:00,Net Overseas Migration ;  Australia ;,16.3
1983-03-01 00:00:00,Net Overseas Migration ;  Australia ;,19.2
1983-06-01 00:00:00,Net Overseas Migration ;  Australia ;,10.9
1983-09-01 00:00:00,Net Overseas Migration ;  Australia ;,13.6
1983-12-01 00:00:00,Net Overseas Migration ;  Australia ;,11.3
1984-03-01 00:00:00,Net Overseas Migration ;  Australia ;,11
1984-06-01 00:00:00,Net Overseas Migration ;  Australia ;,13.2
1984-09-01 00:00:00,Net Overseas Migration ;  Australia ;,18.5
1984-12-01 00:00:00,Net Overseas Migration ;  Australia ;,17.2
1985-03-01 00:00:00,Net Overseas Migration ;  Australia ;,21.9
1985-06-01 00:00:00,Net Overseas Migration ;  Australia ;,16.2
1985-09-01 00:00:00,Net Overseas Migration ;  Australia ;,23.6
1985-12-01 00:00:00,Net Overseas Migration ;  Australia ;,27.7
1986-03-01 00:00:00,Net Overseas Migration ;  Australia ;,25.8
1986-06-01 00:00:00,Net Overseas Migration ;  Australia ;,23.4
1986-09-01 00:00:00,Net Overseas Migration ;  Australia ;,29.6
1986-12-01 00:00:00,Net Overseas Migration ;  Australia ;,32
1987-03-01 00:00:00,Net Overseas Migration ;  Australia ;,35.1
1987-06-01 00:00:00,Net Overseas Migration ;  Australia ;,29.1
1987-09-01 00:00:00,Net Overseas Migration ;  Australia ;,37.4
1987-12-01 00:00:00,Net Overseas Migration ;  Australia ;,34.5
1988-03-01 00:00:00,Net Overseas Migration ;  Australia ;,47.3
1988-06-01 00:00:00,Net Overseas Migration ;  Australia ;,30.2
1988-09-01 00:00:00,Net Overseas Migration ;  Australia ;,53.6
1988-12-01 00:00:00,Net Overseas Migration ;  Australia ;,41.8
1989-03-01 00:00:00,Net Overseas Migration ;  Australia ;,43
1989-06-01 00:00:00,Net Overseas Migration ;  Australia ;,19.1
1989-09-01 00:00:00,Net Overseas Migration ;  Australia ;,34.2
1989-12-01 00:00:00,Net Overseas Migration ;  Australia ;,33.2
1990-03-01 00:00:00,Net Overseas Migration ;  Australia ;,34.7
1990-06-01 00:00:00,Net Overseas Migration ;  Australia ;,22.6
1990-09-01 00:00:00,Net Overseas Migration ;  Australia ;,24.9
1990-12-01 00:00:00,Net Overseas Migration ;  Australia ;,15
1991-03-01 00:00:00,Net Overseas Migration ;  Australia ;,33.1
1991-06-01 00:00:00,Net Overseas Migration ;  Australia ;,13.5
1991-09-01 00:00:00,Net Overseas Migration ;  Australia ;,25.8
1991-12-01 00:00:00,Net Overseas Migration ;  Australia ;,9.3
1992-03-01 00:00:00,Net Overseas Migration ;  Australia ;,27.1
1992-06-01 00:00:00,Net Overseas Migration ;  Australia ;,6.4
1992-09-01 00:00:00,Net Overseas Migration ;  Australia ;,15.1
1992-12-01 00:00:00,Net Overseas Migration ;  Australia ;,2.8
1993-03-01 00:00:00,Net Overseas Migration ;  Australia ;,18.5
1993-06-01 00:00:00,Net Overseas Migration ;  Australia ;,-6.3
1993-09-01 00:00:00,Net Overseas Migration ;  Australia ;,17.8
1993-12-01 00:00:00,Net Overseas Migration ;  Australia ;,4.9
1994-03-01 00:00:00,Net Overseas Migration ;  Australia ;,19.5
1994-06-01 00:00:00,Net Overseas Migration ;  Australia ;,4.4
1994-09-01 00:00:00,Net Overseas Migration ;  Australia ;,27.8
1994-12-01 00:00:00,Net Overseas Migration ;  Australia ;,3.9
1995-03-01 00:00:00,Net Overseas Migration ;  Australia ;,24.7
1995-06-01 00:00:00,Net Overseas Migration ;  Australia ;,23.8
1995-09-01 00:00:00,Net Overseas Migration ;  Australia ;,29.1
1995-12-01 00:00:00,Net Overseas Migration ;  Australia ;,29.2
1996-03-01 00:00:00,Net Overseas Migration ;  Australia ;,25.1
1996-06-01 00:00:00,Net Overseas Migration ;  Australia ;,20.6
1996-09-01 00:00:00,Net Overseas Migration ;  Australia ;,32.3
1996-12-01 00:00:00,Net Overseas Migration ;  Australia ;,19.4
1997-03-01 00:00:00,Net Overseas Migration ;  Australia ;,29.4
1997-06-01 00:00:00,Net Overseas Migration ;  Australia ;,6.1
1997-09-01 00:00:00,Net Overseas Migration ;  Australia ;,22.9
1997-12-01 00:00:00,Net Overseas Migration ;  Australia ;,14
1998-03-01 00:00:00,Net Overseas Migration ;  Australia ;,33.7
1998-06-01 00:00:00,Net Overseas Migration ;  Australia ;,8.5
1998-09-01 00:00:00,Net Overseas Migration ;  Australia ;,26.5
1998-12-01 00:00:00,Net Overseas Migration ;  Australia ;,20.1
1999-03-01 00:00:00,Net Overseas Migration ;  Australia ;,35.1
1999-06-01 00:00:00,Net Overseas Migration ;  Australia ;,14.8
1999-09-01 00:00:00,Net Overseas Migration ;  Australia ;,29.7
1999-12-01 00:00:00,Net Overseas Migration ;  Australia ;,24.6
2000-03-01 00:00:00,Net Overseas Migration ;  Australia ;,37.4
2000-06-01 00:00:00,Net Overseas Migration ;  Australia ;,15.5
2000-09-01 00:00:00,Net Overseas Migration ;  Australia ;,31.9
2000-12-01 00:00:00,Net Overseas Migration ;  Australia ;,26.6
2001-03-01 00:00:00,Net Overseas Migration ;  Australia ;,54.8
2001-06-01 00:00:00,Net Overseas Migration ;  Australia ;,22.4
2001-09-01 00:00:00,Net Overseas Migration ;  Australia ;,27.7
2001-12-01 00:00:00,Net Overseas Migration ;  Australia ;,31.2
2002-03-01 00:00:00,Net Overseas Migration ;  Australia ;,36.4
2002-06-01 00:00:00,Net Overseas Migration ;  Australia ;,15.3
2002-09-01 00:00:00,Net Overseas Migration ;  Australia ;,29.9
2002-12-01 00:00:00,Net Overseas Migration ;  Australia ;,28.9
2003-03-01 00:00:00,Net Overseas Migration ;  Australia ;,41.6
2003-06-01 00:00:00,Net Overseas Migration ;  Australia ;,16.1
2003-09-01 00:00:00,Net Overseas Migration ;  Australia ;,27.2
2003-12-01 00:00:00,Net Overseas Migration ;  Australia ;,25.2
2004-03-01 00:00:00,Net Overseas Migration ;  Australia ;,35.5
2004-06-01 00:00:00,Net Overseas Migration ;  Australia ;,12.1
2004-09-01 00:00:00,Net Overseas Migration ;  Australia ;,30.4
2004-12-01 00:00:00,Net Overseas Migration ;  Australia ;,28.5
2005-03-01 00:00:00,Net Overseas Migration ;  Australia ;,47.1
2005-06-01 00:00:00,Net Overseas Migration ;  Australia ;,17.8
2005-09-01 00:00:00,Net Overseas Migration ;  Australia ;,37.4
2005-12-01 00:00:00,Net Overseas Migration ;  Australia ;,34.7
2006-03-01 00:00:00,Net Overseas Migration ;  Australia ;,53.2
2006-06-01 00:00:00,Net Overseas Migration ;  Australia ;,21.4
2006-09-01 00:00:00,Net Overseas Migration ;  Australia ;,56.9
2006-12-01 00:00:00,Net Overseas Migration ;  Australia ;,50.6
2007-03-01 00:00:00,Net Overseas Migration ;  Australia ;,76
2007-06-01 00:00:00,Net Overseas Migration ;  Australia ;,49.2
2007-09-01 00:00:00,Net Overseas Migration ;  Australia ;,62.8
2007-12-01 00:00:00,Net Overseas Migration ;  Australia ;,56
2008-03-01 00:00:00,Net Overseas Migration ;  Australia ;,93.5
2008-06-01 00:00:00,Net Overseas Migration ;  Australia ;,65.1
2008-09-01 00:00:00,Net Overseas Migration ;  Australia ;,84.1
2008-12-01 00:00:00,Net Overseas Migration ;  Australia ;,73
2009-03-01 00:00:00,Net Overseas Migration ;  Australia ;,88.7
2009-06-01 00:00:00,Net Overseas Migration ;  Australia ;,54
2009-09-01 00:00:00,Net Overseas Migration ;  Australia ;,62.5
2009-12-01 00:00:00,Net Overseas Migration ;  Australia ;,41.7
2010-03-01 00:00:00,Net Overseas Migration ;  Australia ;,59.9
2010-06-01 00:00:00,Net Overseas Migration ;  Australia ;,32
2010-09-01 00:00:00,Net Overseas Migration ;  Australia ;,41.8
2010-12-01 00:00:00,Net Overseas Migration ;  Australia ;,38.4
2011-03-01 00:00:00,Net Overseas Migration ;  Australia ;,61
2011-06-01 00:00:00,Net Overseas Migration ;  Australia ;,39.2
2011-09-01 00:00:00,Net Overseas Migration ;  Australia ;,55.4
2011-12-01 00:00:00,Net Overseas Migration ;  Australia ;,50.6
2012-03-01 00:00:00,Net Overseas Migration ;  Australia ;,74
2012-06-01 00:00:00,Net Overseas Migration ;  Australia ;,51.9
2012-09-01 00:00:00,Net Overseas Migration ;  Australia ;,63.3
2012-12-01 00:00:00,Net Overseas Migration ;  Australia ;,51
2013-03-01 00:00:00,Net Overseas Migration ;  Australia ;,71.2
2013-06-01 00:00:00,Net Overseas Migration ;  Australia ;,44.8
2013-09-01 00:00:00,Net Overseas Migration ;  Australia ;,54.2
2013-12-01 00:00:00,Net Overseas Migration ;  Australia ;,38.2
2014-03-01 00:00:00,Net Overseas Migration ;  Australia ;,65
2014-06-01 00:00:00,Net Overseas Migration ;  Australia ;,30.4
2014-09-01 00:00:00,Net Overseas Migration ;  Australia ;,50.2
2014-12-01 00:00:00,Net Overseas Migration ;  Australia ;,36.8
2015-03-01 00:00:00,Net Overseas Migration ;  Australia ;,63.8
2015-06-01 00:00:00,Net Overseas Migration ;  Australia ;,33.3
2015-09-01 00:00:00,Net Overseas Migration ;  Australia ;,50.4
2015-12-01 00:00:00,Net Overseas Migration ;  Australia ;,39.3
2016-03-01 00:00:00,Net Overseas Migration ;  Australia ;,73
2016-06-01 00:00:00,Net Overseas Migration ;  Australia ;,43.6
2016-09-01 00:00:00,Net Overseas Migration ;  Australia ;,73.7
2016-12-01 00:00:00,Net Overseas Migration ;  Australia ;,53.6
2017-03-01 00:00:00,Net Overseas Migration ;  Australia ;,88.8
2017-06-01 00:00:00,Net Overseas Migration ;  Australia ;,47.3
2017-09-01 00:00:00,Net Overseas Migration ;  Australia ;,69.7
2017-12-01 00:00:00,Net Overseas Migration ;  Australia ;,35.8
2018-03-01 00:00:00,Net Overseas Migration ;  Australia ;,85.1
2018-06-01 00:00:00,Net Overseas Migration ;  Australia ;,47.6
2018-09-01 00:00:00,Net Overseas Migration ;  Australia ;,73.8
2018-12-01 00:00:00,Net Overseas Migration ;  Australia ;,45.7
2019-03-01 00:00:00,Net Overseas Migration ;  Australia ;,83.6
2019-06-01 00:00:00,Net Overseas Migration ;  Australia ;,38.2
2019-09-01 00:00:00,Net Overseas Migration ;  Australia ;,74.5
2019-12-01 00:00:00,Net Overseas Migration ;  Australia ;,51.3
2020-03-01 00:00:00,Net Overseas Migration ;  Australia ;,75.2
2020-06-01 00:00:00,Net Overseas Migration ;  Australia ;,-8.3
2020-09-01 00:00:00,Net Overseas Migration ;  Australia ;,-42.6
2020-12-01 00:00:00,Net Overseas Migration ;  Australia ;,-29.3
2021-03-01 00:00:00,Net Overseas Migration ;  Australia ;,-14.2
2021-06-01 00:00:00,Net Overseas Migration ;  Australia ;,1.1
2021-09-01 00:00:00,Net Overseas Migration ;  Australia ;,-13
2021-12-01 00:00:00,Net Overseas Migration ;  Australia ;,35.4
2022-03-01 00:00:00,Net Overseas Migration ;  Australia ;,107.5
2022-06-01 00:00:00,Net Overseas Migration ;  Australia ;,78
2022-09-01 00:00:00,Net Overseas Migration ;  Australia ;,127.7
2022-12-01 00:00:00,Net Overseas Migration ;  Australia ;,124.6
2023-03-01 00:00:00,Net Overseas Migration ;  Australia ;,165.5
2023-06-01 00:00:00,Net Overseas Migration ;  Australia ;,120.5
2023-09-01 00:00:00,Net Overseas Migration ;  Australia ;,145.2
2023-12-01 00:00:00,Net Overseas Migration ;  Australia ;,99.5
2024-03-01 00:00:00,Net Overseas Migration ;  Australia ;,128.7
2024-06-01 00:00:00,Net Overseas Migration ;  Australia ;,57.1
2024-09-01 00:00:00,Net Overseas Migration ;  Australia ;,86.8
2024-12-01 00:00:00,Net Overseas Migration ;  Australia ;,68
Unit,Estimated Resident Population (ERP) ;  Australia ;,000
Series Type,Estimated Resident Population (ERP) ;  Australia ;,Original
Data Type,Estimated Resident Population (ERP) ;  Australia ;,STOCK_CLOSE
Frequency,Estimated Resident Population (ERP) ;  Australia ;,Quarter
Collection Month,Estimated Resident Population (ERP) ;  Australia ;,3
Series Start,Estimated Resident Population (ERP) ;  Australia ;,1981-06-01 00:00:00
Series End,Estimated Resident Population (ERP) ;  Australia ;,2024-12-01 00:00:00
No. Obs,Estimated Resident Population (ERP) ;  Australia ;,175
Series ID,Estimated Resident Population (ERP) ;  Australia ;,A2133251W
1981-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,14923.3
1981-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,14988.7
1981-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15054.1
1982-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15121.7
1982-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15184.2
1982-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15239.3
1982-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15288.9
1983-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15346.2
1983-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15393.5
1983-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15439
1983-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15483.5
1984-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15531.5
1984-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15579.4
1984-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15628.5
1984-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15677.3
1985-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15736.7
1985-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15788.3
1985-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15839.7
1985-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15900.6
1986-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,15961.5
1986-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16018.4
1986-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16075
1986-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16138.8
1987-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16204
1987-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16263.9
1987-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16328.9
1987-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16394.6
1988-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16471.8
1988-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16532.2
1988-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16612.6
1988-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16687.1
1989-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16764
1989-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16814.4
1989-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16872
1989-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,16936.7
1990-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17005.6
1990-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17065.1
1990-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17121.1
1990-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17169.8
1991-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17237.4
1991-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17284
1991-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17338.9
1991-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17379
1992-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17441.3
1992-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17478.6
1992-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17523.3
1992-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17557.1
1993-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17609.6
1993-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17634.8
1993-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17683.7
1993-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17719.1
1994-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17772.1
1994-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17805.5
1994-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17859.3
1994-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17893.4
1995-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,17951.6
1995-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18004.9
1995-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18062.2
