quarter,state,population
Unit,Births ;  Australia ;,000
Series Type,Births ;  Australia ;,Original
Data Type,Births ;  Australia ;,FLOW
Frequency,Births ;  Australia ;,Quarter
Collection Month,Births ;  Australia ;,3
Series Start,Births ;  Australia ;,1981-06-01 00:00:00
Series End,Births ;  Australia ;,2024-12-01 00:00:00
No. Obs,Births ;  Australia ;,175
Series ID,Births ;  Australia ;,A2133244X
1981-06-01 00:00:00,Births ;  Australia ;,60.3
1981-09-01 00:00:00,Births ;  Australia ;,61
1981-12-01 00:00:00,Births ;  Australia ;,55
1982-03-01 00:00:00,Births ;  Australia ;,60.6
1982-06-01 00:00:00,Births ;  Australia ;,60.5
1982-09-01 00:00:00,Births ;  Australia ;,60.3
1982-12-01 00:00:00,Births ;  Australia ;,58.6
1983-03-01 00:00:00,Births ;  Australia ;,61.9
1983-06-01 00:00:00,Births ;  Australia ;,61
1983-09-01 00:00:00,Births ;  Australia ;,62
1983-12-01 00:00:00,Births ;  Australia ;,57.6
1984-03-01 00:00:00,Births ;  Australia ;,61.1
1984-06-01 00:00:00,Births ;  Australia ;,59.8
1984-09-01 00:00:00,Births ;  Australia ;,60.7
1984-12-01 00:00:00,Births ;  Australia ;,56.9
1985-03-01 00:00:00,Births ;  Australia ;,62.3
1985-06-01 00:00:00,Births ;  Australia ;,62
1985-09-01 00:00:00,Births ;  Australia ;,60.8
1985-12-01 00:00:00,Births ;  Australia ;,57.8
1986-03-01 00:00:00,Births ;  Australia ;,60
1986-06-01 00:00:00,Births ;  Australia ;,60.5
1986-09-01 00:00:00,Births ;  Australia ;,60.8
1986-12-01 00:00:00,Births ;  Australia ;,62.2
1987-03-01 00:00:00,Births ;  Australia ;,59.1
1987-06-01 00:00:00,Births ;  Australia ;,60.8
1987-09-01 00:00:00,Births ;  Australia ;,61.5
1987-12-01 00:00:00,Births ;  Australia ;,62.6
1988-03-01 00:00:00,Births ;  Australia ;,61.5
1988-06-01 00:00:00,Births ;  Australia ;,60.6
1988-09-01 00:00:00,Births ;  Australia ;,62.2
1988-12-01 00:00:00,Births ;  Australia ;,62
1989-03-01 00:00:00,Births ;  Australia ;,63.4
1989-06-01 00:00:00,Births ;  Australia ;,62.7
1989-09-01 00:00:00,Births ;  Australia ;,61.9
1989-12-01 00:00:00,Births ;  Australia ;,62.9
1990-03-01 00:00:00,Births ;  Australia ;,65
1990-06-01 00:00:00,Births ;  Australia ;,67.7
1990-09-01 00:00:00,Births ;  Australia ;,65.8
1990-12-01 00:00:00,Births ;  Australia ;,64.1
1991-03-01 00:00:00,Births ;  Australia ;,64.9
1991-06-01 00:00:00,Births ;  Australia ;,66.3
1991-09-01 00:00:00,Births ;  Australia ;,65.3
1991-12-01 00:00:00,Births ;  Australia ;,62.8
1992-03-01 00:00:00,Births ;  Australia ;,65.7
1992-06-01 00:00:00,Births ;  Australia ;,65.8
1992-09-01 00:00:00,Births ;  Australia ;,67.2
1992-12-01 00:00:00,Births ;  Australia ;,63.9
1993-03-01 00:00:00,Births ;  Australia ;,64.3
1993-06-01 00:00:00,Births ;  Australia ;,65.1
1993-09-01 00:00:00,Births ;  Australia ;,66
1993-12-01 00:00:00,Births ;  Australia ;,63.7
1994-03-01 00:00:00,Births ;  Australia ;,65.3
1994-06-01 00:00:00,Births ;  Australia ;,63.9
1994-09-01 00:00:00,Births ;  Australia ;,66
1994-12-01 00:00:00,Births ;  Australia ;,63.8
1995-03-01 00:00:00,Births ;  Australia ;,64.5
1995-06-01 00:00:00,Births ;  Australia ;,64.3
1995-09-01 00:00:00,Births ;  Australia ;,65.3
1995-12-01 00:00:00,Births ;  Australia ;,61.2
1996-03-01 00:00:00,Births ;  Australia ;,62.3
1996-06-01 00:00:00,Births ;  Australia ;,62
1996-09-01 00:00:00,Births ;  Australia ;,65.3
1996-12-01 00:00:00,Births ;  Australia ;,63.8
1997-03-01 00:00:00,Births ;  Australia ;,61.6
1997-06-01 00:00:00,Births ;  Australia ;,63.6
1997-09-01 00:00:00,Births ;  Australia ;,64.5
1997-12-01 00:00:00,Births ;  Australia ;,62.1
1998-03-01 00:00:00,Births ;  Australia ;,60.9
1998-06-01 00:00:00,Births ;  Australia ;,62.3
1998-09-01 00:00:00,Births ;  Australia ;,64.3
1998-12-01 00:00:00,Births ;  Australia ;,61.5
1999-03-01 00:00:00,Births ;  Australia ;,62.2
1999-06-01 00:00:00,Births ;  Australia ;,62.7
1999-09-01 00:00:00,Births ;  Australia ;,64.8
1999-12-01 00:00:00,Births ;  Australia ;,61.4
2000-03-01 00:00:00,Births ;  Australia ;,62.2
2000-06-01 00:00:00,Births ;  Australia ;,62.1
2000-09-01 00:00:00,Births ;  Australia ;,64.1
2000-12-01 00:00:00,Births ;  Australia ;,62.3
2001-03-01 00:00:00,Births ;  Australia ;,61.1
2001-06-01 00:00:00,Births ;  Australia ;,61.8
2001-09-01 00:00:00,Births ;  Australia ;,64.2
2001-12-01 00:00:00,Births ;  Australia ;,60.8
2002-03-01 00:00:00,Births ;  Australia ;,62.5
2002-06-01 00:00:00,Births ;  Australia ;,61.9
2002-09-01 00:00:00,Births ;  Australia ;,63.9
2002-12-01 00:00:00,Births ;  Australia ;,61.8
2003-03-01 00:00:00,Births ;  Australia ;,61
2003-06-01 00:00:00,Births ;  Australia ;,62.5
2003-09-01 00:00:00,Births ;  Australia ;,64.9
2003-12-01 00:00:00,Births ;  Australia ;,62.3
2004-03-01 00:00:00,Births ;  Australia ;,63.5
2004-06-01 00:00:00,Births ;  Australia ;,61.3
2004-09-01 00:00:00,Births ;  Australia ;,65
2004-12-01 00:00:00,Births ;  Australia ;,61.7
2005-03-01 00:00:00,Births ;  Australia ;,64.6
2005-06-01 00:00:00,Births ;  Australia ;,67
2005-09-01 00:00:00,Births ;  Australia ;,68.1
2005-12-01 00:00:00,Births ;  Australia ;,65.9
2006-03-01 00:00:00,Births ;  Australia ;,65.3
2006-06-01 00:00:00,Births ;  Australia ;,66.8
2006-09-01 00:00:00,Births ;  Australia ;,72.6
2006-12-01 00:00:00,Births ;  Australia ;,69.7
2007-03-01 00:00:00,Births ;  Australia ;,72.7
2007-06-01 00:00:00,Births ;  Australia ;,72.3
2007-09-01 00:00:00,Births ;  Australia ;,75.6
2007-12-01 00:00:00,Births ;  Australia ;,72.6
2008-03-01 00:00:00,Births ;  Australia ;,74.1
2008-06-01 00:00:00,Births ;  Australia ;,72.9
2008-09-01 00:00:00,Births ;  Australia ;,76.7
2008-12-01 00:00:00,Births ;  Australia ;,74.6
2009-03-01 00:00:00,Births ;  Australia ;,73.9
2009-06-01 00:00:00,Births ;  Australia ;,74.9
2009-09-01 00:00:00,Births ;  Australia ;,76.5
2009-12-01 00:00:00,Births ;  Australia ;,75.5
2010-03-01 00:00:00,Births ;  Australia ;,76
2010-06-01 00:00:00,Births ;  Australia ;,76
2010-09-01 00:00:00,Births ;  Australia ;,76.3
2010-12-01 00:00:00,Births ;  Australia ;,72.5
2011-03-01 00:00:00,Births ;  Australia ;,76
2011-06-01 00:00:00,Births ;  Australia ;,76.3
2011-09-01 00:00:00,Births ;  Australia ;,76.2
2011-12-01 00:00:00,Births ;  Australia ;,74.2
2012-03-01 00:00:00,Births ;  Australia ;,78.1
2012-06-01 00:00:00,Births ;  Australia ;,77.5
2012-09-01 00:00:00,Births ;  Australia ;,78.7
2012-12-01 00:00:00,Births ;  Australia ;,77.9
2013-03-01 00:00:00,Births ;  Australia ;,77.4
2013-06-01 00:00:00,Births ;  Australia ;,77.1
2013-09-01 00:00:00,Births ;  Australia ;,76.9
2013-12-01 00:00:00,Births ;  Australia ;,75.7
2014-03-01 00:00:00,Births ;  Australia ;,77.5
2014-06-01 00:00:00,Births ;  Australia ;,76.9
2014-09-01 00:00:00,Births ;  Australia ;,79
2014-12-01 00:00:00,Births ;  Australia ;,77.1
2015-03-01 00:00:00,Births ;  Australia ;,76.2
2015-06-01 00:00:00,Births ;  Australia ;,75.4
2015-09-01 00:00:00,Births ;  Australia ;,78.8
2015-12-01 00:00:00,Births ;  Australia ;,75.9
2016-03-01 00:00:00,Births ;  Australia ;,78.8
2016-06-01 00:00:00,Births ;  Australia ;,78.2
2016-09-01 00:00:00,Births ;  Australia ;,79
2016-12-01 00:00:00,Births ;  Australia ;,75.8
2017-03-01 00:00:00,Births ;  Australia ;,76.7
2017-06-01 00:00:00,Births ;  Australia ;,76.3
2017-09-01 00:00:00,Births ;  Australia ;,77.7
2017-12-01 00:00:00,Births ;  Australia ;,74.5
2018-03-01 00:00:00,Births ;  Australia ;,76.5
2018-06-01 00:00:00,Births ;  Australia ;,75.9
2018-09-01 00:00:00,Births ;  Australia ;,76.5
2018-12-01 00:00:00,Births ;  Australia ;,75.3
2019-03-01 00:00:00,Births ;  Australia ;,76.5
2019-06-01 00:00:00,Births ;  Australia ;,76.4
2019-09-01 00:00:00,Births ;  Australia ;,76.8
2019-12-01 00:00:00,Births ;  Australia ;,74.3
2020-03-01 00:00:00,Births ;  Australia ;,74.6
2020-06-01 00:00:00,Births ;  Australia ;,73.6
2020-09-01 00:00:00,Births ;  Australia ;,74.3
2020-12-01 00:00:00,Births ;  Australia ;,71.2
2021-03-01 00:00:00,Births ;  Australia ;,80.2
2021-06-01 00:00:00,Births ;  Australia ;,79.4
2021-09-01 00:00:00,Births ;  Australia ;,78.5
2021-12-01 00:00:00,Births ;  Australia ;,77.1
2022-03-01 00:00:00,Births ;  Australia ;,76.8
2022-06-01 00:00:00,Births ;  Australia ;,76.3
2022-09-01 00:00:00,Births ;  Australia ;,74.8
2022-12-01 00:00:00,Births ;  Australia ;,72.3
2023-03-01 00:00:00,Births ;  Australia ;,71.3
2023-06-01 00:00:00,Births ;  Australia ;,72.7
2023-09-01 00:00:00,Births ;  Australia ;,74.7
2023-12-01 00:00:00,Births ;  Australia ;,66.3
2024-03-01 00:00:00,Births ;  Australia ;,76
2024-06-01 00:00:00,Births ;  Australia ;,72.1
2024-09-01 00:00:00,Births ;  Australia ;,76.8
2024-12-01 00:00:00,Births ;  Australia ;,67.6
Unit,Deaths ;  Australia ;,000
Series Type,Deaths ;  Australia ;,Original
Data Type,Deaths ;  Australia ;,FLOW
Frequency,Deaths ;  Australia ;,Quarter
Collection Month,Deaths ;  Australia ;,3
Series Start,Deaths ;  Australia ;,1981-06-01 00:00:00
Series End,Deaths ;  Australia ;,2024-12-01 00:00:00
No. Obs,Deaths ;  Australia ;,175
Series ID,Deaths ;  Australia ;,A2133245A
1981-06-01 00:00:00,Deaths ;  Australia ;,26.7
1981-09-01 00:00:00,Deaths ;  Australia ;,31.5
1981-12-01 00:00:00,Deaths ;  Australia ;,25.7
1982-03-01 00:00:00,Deaths ;  Australia ;,26.1
1982-06-01 00:00:00,Deaths ;  Australia ;,27.7
1982-09-01 00:00:00,Deaths ;  Australia ;,33.9
1982-12-01 00:00:00,Deaths ;  Australia ;,27.1
1983-03-01 00:00:00,Deaths ;  Australia ;,25.6
1983-06-01 00:00:00,Deaths ;  Australia ;,26.4
1983-09-01 00:00:00,Deaths ;  Australia ;,31.9
1983-12-01 00:00:00,Deaths ;  Australia ;,26.2
1984-03-01 00:00:00,Deaths ;  Australia ;,25.9
1984-06-01 00:00:00,Deaths ;  Australia ;,26.9
1984-09-01 00:00:00,Deaths ;  Australia ;,31.9
1984-12-01 00:00:00,Deaths ;  Australia ;,27.2
1985-03-01 00:00:00,Deaths ;  Australia ;,26.6
1985-06-01 00:00:00,Deaths ;  Australia ;,28.5
1985-09-01 00:00:00,Deaths ;  Australia ;,35.1
1985-12-01 00:00:00,Deaths ;  Australia ;,26.7
1986-03-01 00:00:00,Deaths ;  Australia ;,26.8
1986-06-01 00:00:00,Deaths ;  Australia ;,27.5
1986-09-01 00:00:00,Deaths ;  Australia ;,31.9
1986-12-01 00:00:00,Deaths ;  Australia ;,28.7
1987-03-01 00:00:00,Deaths ;  Australia ;,27.1
1987-06-01 00:00:00,Deaths ;  Australia ;,28.4
1987-09-01 00:00:00,Deaths ;  Australia ;,32.3
1987-12-01 00:00:00,Deaths ;  Australia ;,29.6
1988-03-01 00:00:00,Deaths ;  Australia ;,29.9
1988-06-01 00:00:00,Deaths ;  Australia ;,28.7
1988-09-01 00:00:00,Deaths ;  Australia ;,33.6
1988-12-01 00:00:00,Deaths ;  Australia ;,27.6
1989-03-01 00:00:00,Deaths ;  Australia ;,27.8
1989-06-01 00:00:00,Deaths ;  Australia ;,29.8
1989-09-01 00:00:00,Deaths ;  Australia ;,36.9
1989-12-01 00:00:00,Deaths ;  Australia ;,29.8
1990-03-01 00:00:00,Deaths ;  Australia ;,29.2
1990-06-01 00:00:00,Deaths ;  Australia ;,29.2
1990-09-01 00:00:00,Deaths ;  Australia ;,33
1990-12-01 00:00:00,Deaths ;  Australia ;,28.7
1991-03-01 00:00:00,Deaths ;  Australia ;,28.6
1991-06-01 00:00:00,Deaths ;  Australia ;,29.3
1991-09-01 00:00:00,Deaths ;  Australia ;,33
1991-12-01 00:00:00,Deaths ;  Australia ;,28.8
1992-03-01 00:00:00,Deaths ;  Australia ;,27.3
1992-06-01 00:00:00,Deaths ;  Australia ;,31.7
1992-09-01 00:00:00,Deaths ;  Australia ;,34.4
1992-12-01 00:00:00,Deaths ;  Australia ;,29.6
1993-03-01 00:00:00,Deaths ;  Australia ;,27.1
1993-06-01 00:00:00,Deaths ;  Australia ;,30.3
1993-09-01 00:00:00,Deaths ;  Australia ;,33.5
1993-12-01 00:00:00,Deaths ;  Australia ;,29.9
1994-03-01 00:00:00,Deaths ;  Australia ;,28.5
1994-06-01 00:00:00,Deaths ;  Australia ;,31.6
1994-09-01 00:00:00,Deaths ;  Australia ;,36.7
1994-12-01 00:00:00,Deaths ;  Australia ;,30.2
1995-03-01 00:00:00,Deaths ;  Australia ;,27.8
1995-06-01 00:00:00,Deaths ;  Australia ;,31.5
1995-09-01 00:00:00,Deaths ;  Australia ;,35
1995-12-01 00:00:00,Deaths ;  Australia ;,30.8
1996-03-01 00:00:00,Deaths ;  Australia ;,28.9
1996-06-01 00:00:00,Deaths ;  Australia ;,31.7
1996-09-01 00:00:00,Deaths ;  Australia ;,37.1
1996-12-01 00:00:00,Deaths ;  Australia ;,30.5
1997-03-01 00:00:00,Deaths ;  Australia ;,28.4
1997-06-01 00:00:00,Deaths ;  Australia ;,31.4
1997-09-01 00:00:00,Deaths ;  Australia ;,38
1997-12-01 00:00:00,Deaths ;  Australia ;,31
1998-03-01 00:00:00,Deaths ;  Australia ;,28.4
1998-06-01 00:00:00,Deaths ;  Australia ;,31.8
1998-09-01 00:00:00,Deaths ;  Australia ;,36.4
1998-12-01 00:00:00,Deaths ;  Australia ;,30.8
1999-03-01 00:00:00,Deaths ;  Australia ;,28.8
1999-06-01 00:00:00,Deaths ;  Australia ;,32.2
1999-09-01 00:00:00,Deaths ;  Australia ;,35.9
1999-12-01 00:00:00,Deaths ;  Australia ;,31.2
2000-03-01 00:00:00,Deaths ;  Australia ;,28.9
2000-06-01 00:00:00,Deaths ;  Australia ;,32.3
2000-09-01 00:00:00,Deaths ;  Australia ;,36.3
2000-12-01 00:00:00,Deaths ;  Australia ;,31.4
2001-03-01 00:00:00,Deaths ;  Australia ;,29.2
2001-06-01 00:00:00,Deaths ;  Australia ;,32.1
2001-09-01 00:00:00,Deaths ;  Australia ;,35.2
2001-12-01 00:00:00,Deaths ;  Australia ;,32.3
2002-03-01 00:00:00,Deaths ;  Australia ;,29.6
2002-06-01 00:00:00,Deaths ;  Australia ;,33.1
2002-09-01 00:00:00,Deaths ;  Australia ;,38.1
2002-12-01 00:00:00,Deaths ;  Australia ;,32.2
2003-03-01 00:00:00,Deaths ;  Australia ;,29.4
2003-06-01 00:00:00,Deaths ;  Australia ;,32.5
2003-09-01 00:00:00,Deaths ;  Australia ;,37.8
2003-12-01 00:00:00,Deaths ;  Australia ;,32.1
2004-03-01 00:00:00,Deaths ;  Australia ;,30.3
2004-06-01 00:00:00,Deaths ;  Australia ;,33
2004-09-01 00:00:00,Deaths ;  Australia ;,36.8
2004-12-01 00:00:00,Deaths ;  Australia ;,32.3
2005-03-01 00:00:00,Deaths ;  Australia ;,29.5
2005-06-01 00:00:00,Deaths ;  Australia ;,32.8
2005-09-01 00:00:00,Deaths ;  Australia ;,36.5
2005-12-01 00:00:00,Deaths ;  Australia ;,32.6
2006-03-01 00:00:00,Deaths ;  Australia ;,30.7
2006-06-01 00:00:00,Deaths ;  Australia ;,34.2
2006-09-01 00:00:00,Deaths ;  Australia ;,36.4
2006-12-01 00:00:00,Deaths ;  Australia ;,33.2
2007-03-01 00:00:00,Deaths ;  Australia ;,31.6
2007-06-01 00:00:00,Deaths ;  Australia ;,34.8
2007-09-01 00:00:00,Deaths ;  Australia ;,39.3
2007-12-01 00:00:00,Deaths ;  Australia ;,34.1
2008-03-01 00:00:00,Deaths ;  Australia ;,32.2
2008-06-01 00:00:00,Deaths ;  Australia ;,35.1
2008-09-01 00:00:00,Deaths ;  Australia ;,40.5
2008-12-01 00:00:00,Deaths ;  Australia ;,34.6
2009-03-01 00:00:00,Deaths ;  Australia ;,33.1
2009-06-01 00:00:00,Deaths ;  Australia ;,35.5
2009-09-01 00:00:00,Deaths ;  Australia ;,38
2009-12-01 00:00:00,Deaths ;  Australia ;,35
2010-03-01 00:00:00,Deaths ;  Australia ;,32.7
2010-06-01 00:00:00,Deaths ;  Australia ;,35.8
2010-09-01 00:00:00,Deaths ;  Australia ;,38.5
2010-12-01 00:00:00,Deaths ;  Australia ;,35.8
2011-03-01 00:00:00,Deaths ;  Australia ;,33.8
2011-06-01 00:00:00,Deaths ;  Australia ;,37.4
2011-09-01 00:00:00,Deaths ;  Australia ;,39.6
2011-12-01 00:00:00,Deaths ;  Australia ;,36.1
2012-03-01 00:00:00,Deaths ;  Australia ;,34.1
2012-06-01 00:00:00,Deaths ;  Australia ;,37.5
2012-09-01 00:00:00,Deaths ;  Australia ;,42.2
2012-12-01 00:00:00,Deaths ;  Australia ;,35.4
2013-03-01 00:00:00,Deaths ;  Australia ;,34.2
2013-06-01 00:00:00,Deaths ;  Australia ;,37.3
2013-09-01 00:00:00,Deaths ;  Australia ;,39.7
2013-12-01 00:00:00,Deaths ;  Australia ;,37
2014-03-01 00:00:00,Deaths ;  Australia ;,34.9
2014-06-01 00:00:00,Deaths ;  Australia ;,38.5
2014-09-01 00:00:00,Deaths ;  Australia ;,43.1
2014-12-01 00:00:00,Deaths ;  Australia ;,37.5
2015-03-01 00:00:00,Deaths ;  Australia ;,35.8
2015-06-01 00:00:00,Deaths ;  Australia ;,39.5
2015-09-01 00:00:00,Deaths ;  Australia ;,44.1
2015-12-01 00:00:00,Deaths ;  Australia ;,38
2016-03-01 00:00:00,Deaths ;  Australia ;,36.1
2016-06-01 00:00:00,Deaths ;  Australia ;,39.2
2016-09-01 00:00:00,Deaths ;  Australia ;,43.7
2016-12-01 00:00:00,Deaths ;  Australia ;,39.6
2017-03-01 00:00:00,Deaths ;  Australia ;,36.8
2017-06-01 00:00:00,Deaths ;  Australia ;,40.1
2017-09-01 00:00:00,Deaths ;  Australia ;,47.4
2017-12-01 00:00:00,Deaths ;  Australia ;,38.9
2018-03-01 00:00:00,Deaths ;  Australia ;,36.3
2018-06-01 00:00:00,Deaths ;  Australia ;,39.4
2018-09-01 00:00:00,Deaths ;  Australia ;,43.3
2018-12-01 00:00:00,Deaths ;  Australia ;,39.5
2019-03-01 00:00:00,Deaths ;  Australia ;,38.4
2019-06-01 00:00:00,Deaths ;  Australia ;,41.9
2019-09-01 00:00:00,Deaths ;  Australia ;,44.8
2019-12-01 00:00:00,Deaths ;  Australia ;,39.9
2020-03-01 00:00:00,Deaths ;  Australia ;,39.1
2020-06-01 00:00:00,Deaths ;  Australia ;,40.7
2020-09-01 00:00:00,Deaths ;  Australia ;,43
2020-12-01 00:00:00,Deaths ;  Australia ;,40
2021-03-01 00:00:00,Deaths ;  Australia ;,39.1
2021-06-01 00:00:00,Deaths ;  Australia ;,43.5
2021-09-01 00:00:00,Deaths ;  Australia ;,46.1
2021-12-01 00:00:00,Deaths ;  Australia ;,43.5
2022-03-01 00:00:00,Deaths ;  Australia ;,45.1
2022-06-01 00:00:00,Deaths ;  Australia ;,48.6
2022-09-01 00:00:00,Deaths ;  Australia ;,51.9
2022-12-01 00:00:00,Deaths ;  Australia ;,45.9
2023-03-01 00:00:00,Deaths ;  Australia ;,42.8
2023-06-01 00:00:00,Deaths ;  Australia ;,47.6
2023-09-01 00:00:00,Deaths ;  Australia ;,47.2
2023-12-01 00:00:00,Deaths ;  Australia ;,44.2
2024-03-01 00:00:00,Deaths ;  Australia ;,45.1
2024-06-01 00:00:00,Deaths ;  Australia ;,46.1
2024-09-01 00:00:00,Deaths ;  Australia ;,51.6
2024-12-01 00:00:00,Deaths ;  Australia ;,44.5
Unit,Natural Increase ;  Australia ;,000
Series Type,Natural Increase ;  Australia ;,Original
Data Type,Natural Increase ;  Australia ;,FLOW
Frequency,Natural Increase ;  Australia ;,Quarter
Collection Month,Natural Increase ;  Australia ;,3
Series Start,Natural Increase ;  Australia ;,1981-06-01 00:00:00
Series End,Natural Increase ;  Australia ;,2024-12-01 00:00:00
No. Obs,Natural Increase ;  Australia ;,175
Series ID,Natural Increase ;  Australia ;,A2133252X
1981-06-01 00:00:00,Natural Increase ;  Australia ;,33.6
1981-09-01 00:00:00,Natural Increase ;  Australia ;,29.6
1981-12-01 00:00:00,Natural Increase ;  Australia ;,29.3
1982-03-01 00:00:00,Natural Increase ;  Australia ;,34.5
1982-06-01 00:00:00,Natural Increase ;  Australia ;,32.7
1982-09-01 00:00:00,Natural Increase ;  Australia ;,26.4
1982-12-01 00:00:00,Natural Increase ;  Australia ;,31.5
1983-03-01 00:00:00,Natural Increase ;  Australia ;,36.4
1983-06-01 00:00:00,Natural Increase ;  Australia ;,34.6
1983-09-01 00:00:00,Natural Increase ;  Australia ;,30.1
1983-12-01 00:00:00,Natural Increase ;  Australia ;,31.4
1984-03-01 00:00:00,Natural Increase ;  Australia ;,35.2
1984-06-01 00:00:00,Natural Increase ;  Australia ;,32.9
1984-09-01 00:00:00,Natural Increase ;  Australia ;,28.8
1984-12-01 00:00:00,Natural Increase ;  Australia ;,29.7
1985-03-01 00:00:00,Natural Increase ;  Australia ;,35.6
1985-06-01 00:00:00,Natural Increase ;  Australia ;,33.5
1985-09-01 00:00:00,Natural Increase ;  Australia ;,25.8
1985-12-01 00:00:00,Natural Increase ;  Australia ;,31.1
1986-03-01 00:00:00,Natural Increase ;  Australia ;,33.1
1986-06-01 00:00:00,Natural Increase ;  Australia ;,33
1986-09-01 00:00:00,Natural Increase ;  Australia ;,28.8
1986-12-01 00:00:00,Natural Increase ;  Australia ;,33.5
1987-03-01 00:00:00,Natural Increase ;  Australia ;,31.9
1987-06-01 00:00:00,Natural Increase ;  Australia ;,32.4
1987-09-01 00:00:00,Natural Increase ;  Australia ;,29.3
1987-12-01 00:00:00,Natural Increase ;  Australia ;,33
1988-03-01 00:00:00,Natural Increase ;  Australia ;,31.6
1988-06-01 00:00:00,Natural Increase ;  Australia ;,31.9
1988-09-01 00:00:00,Natural Increase ;  Australia ;,28.5
1988-12-01 00:00:00,Natural Increase ;  Australia ;,34.3
1989-03-01 00:00:00,Natural Increase ;  Australia ;,35.6
1989-06-01 00:00:00,Natural Increase ;  Australia ;,32.9
1989-09-01 00:00:00,Natural Increase ;  Australia ;,25
1989-12-01 00:00:00,Natural Increase ;  Australia ;,33.1
1990-03-01 00:00:00,Natural Increase ;  Australia ;,35.8
1990-06-01 00:00:00,Natural Increase ;  Australia ;,38.5
1990-09-01 00:00:00,Natural Increase ;  Australia ;,32.9
1990-12-01 00:00:00,Natural Increase ;  Australia ;,35.4
1991-03-01 00:00:00,Natural Increase ;  Australia ;,36.3
1991-06-01 00:00:00,Natural Increase ;  Australia ;,37
1991-09-01 00:00:00,Natural Increase ;  Australia ;,32.2
1991-12-01 00:00:00,Natural Increase ;  Australia ;,34
1992-03-01 00:00:00,Natural Increase ;  Australia ;,38.4
1992-06-01 00:00:00,Natural Increase ;  Australia ;,34.1
1992-09-01 00:00:00,Natural Increase ;  Australia ;,32.8
1992-12-01 00:00:00,Natural Increase ;  Australia ;,34.3
1993-03-01 00:00:00,Natural Increase ;  Australia ;,37.2
1993-06-01 00:00:00,Natural Increase ;  Australia ;,34.9
1993-09-01 00:00:00,Natural Increase ;  Australia ;,32.5
1993-12-01 00:00:00,Natural Increase ;  Australia ;,33.8
1994-03-01 00:00:00,Natural Increase ;  Australia ;,36.7
1994-06-01 00:00:00,Natural Increase ;  Australia ;,32.3
1994-09-01 00:00:00,Natural Increase ;  Australia ;,29.3
1994-12-01 00:00:00,Natural Increase ;  Australia ;,33.6
1995-03-01 00:00:00,Natural Increase ;  Australia ;,36.7
1995-06-01 00:00:00,Natural Increase ;  Australia ;,32.8
1995-09-01 00:00:00,Natural Increase ;  Australia ;,30.3
1995-12-01 00:00:00,Natural Increase ;  Australia ;,30.4
1996-03-01 00:00:00,Natural Increase ;  Australia ;,33.4
1996-06-01 00:00:00,Natural Increase ;  Australia ;,30.3
1996-09-01 00:00:00,Natural Increase ;  Australia ;,28.2
1996-12-01 00:00:00,Natural Increase ;  Australia ;,33.3
1997-03-01 00:00:00,Natural Increase ;  Australia ;,33.2
1997-06-01 00:00:00,Natural Increase ;  Australia ;,32.2
1997-09-01 00:00:00,Natural Increase ;  Australia ;,26.5
1997-12-01 00:00:00,Natural Increase ;  Australia ;,31
1998-03-01 00:00:00,Natural Increase ;  Australia ;,32.5
1998-06-01 00:00:00,Natural Increase ;  Australia ;,30.5
1998-09-01 00:00:00,Natural Increase ;  Australia ;,27.8
1998-12-01 00:00:00,Natural Increase ;  Australia ;,30.7
1999-03-01 00:00:00,Natural Increase ;  Australia ;,33.4
1999-06-01 00:00:00,Natural Increase ;  Australia ;,30.5
1999-09-01 00:00:00,Natural Increase ;  Australia ;,28.9
1999-12-01 00:00:00,Natural Increase ;  Australia ;,30.1
2000-03-01 00:00:00,Natural Increase ;  Australia ;,33.3
2000-06-01 00:00:00,Natural Increase ;  Australia ;,29.8
2000-09-01 00:00:00,Natural Increase ;  Australia ;,27.9
2000-12-01 00:00:00,Natural Increase ;  Australia ;,30.9
2001-03-01 00:00:00,Natural Increase ;  Australia ;,31.9
2001-06-01 00:00:00,Natural Increase ;  Australia ;,29.7
2001-09-01 00:00:00,Natural Increase ;  Australia ;,29
2001-12-01 00:00:00,Natural Increase ;  Australia ;,28.5
2002-03-01 00:00:00,Natural Increase ;  Australia ;,32.8
2002-06-01 00:00:00,Natural Increase ;  Australia ;,28.9
2002-09-01 00:00:00,Natural Increase ;  Australia ;,25.7
2002-12-01 00:00:00,Natural Increase ;  Australia ;,29.6
2003-03-01 00:00:00,Natural Increase ;  Australia ;,31.6
2003-06-01 00:00:00,Natural Increase ;  Australia ;,30
2003-09-01 00:00:00,Natural Increase ;  Australia ;,27.2
2003-12-01 00:00:00,Natural Increase ;  Australia ;,30.2
2004-03-01 00:00:00,Natural Increase ;  Australia ;,33.2
2004-06-01 00:00:00,Natural Increase ;  Australia ;,28.2
2004-09-01 00:00:00,Natural Increase ;  Australia ;,28.2
2004-12-01 00:00:00,Natural Increase ;  Australia ;,29.5
2005-03-01 00:00:00,Natural Increase ;  Australia ;,35.1
2005-06-01 00:00:00,Natural Increase ;  Australia ;,34.1
2005-09-01 00:00:00,Natural Increase ;  Australia ;,31.6
2005-12-01 00:00:00,Natural Increase ;  Australia ;,33.3
2006-03-01 00:00:00,Natural Increase ;  Australia ;,34.5
2006-06-01 00:00:00,Natural Increase ;  Australia ;,32.6
2006-09-01 00:00:00,Natural Increase ;  Australia ;,36.2
