quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2008-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,7.7
2009-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,12.2
2009-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,13.4
2009-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,12.8
2009-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,17.1
2010-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,14
2010-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,13.4
2010-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,9.5
2010-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,3.2
2011-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,0.1
2011-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.4
2011-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.2
2011-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-3.6
2012-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,1.3
2012-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,7.9
2012-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,8.9
2012-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,9.8
2013-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,8.7
2013-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,6.6
2013-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,5.5
2013-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,4.6
2014-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,4
2014-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,3.3
2014-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,2.8
2014-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,0.8
2015-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-0.4
2015-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-1.8
2015-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-2
2015-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-3.2
2016-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.9
2016-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-6.5
2016-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-7.2
2016-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-7
2017-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-5.9
2017-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.9
2017-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-6.3
2017-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-6.3
2018-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-6.5
2018-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-6.1
2018-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.4
2018-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-3.5
2019-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-4.2
2019-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-5
2019-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-5.4
2019-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-5.5
2020-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-3.1
2020-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-2.7
2020-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,-0.7
2020-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,2.3
2021-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,6.4
2021-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,12.8
2021-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,13.7
2021-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Darwin ;,13
Unit,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,Percent
Series Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,Original
Data Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,PERCENT
Frequency,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,Quarter
Collection Month,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3
Series Start,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,74
Series ID,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,A83728452F
2004-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.4
2004-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-1.7
2005-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.6
2005-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-0.3
2005-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.2
2005-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.9
2006-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3.1
2006-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,6.3
2006-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,8.4
2006-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,7.5
2007-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,8.4
2007-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,10.4
2007-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,13.6
2007-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,14.9
2008-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,13.6
2008-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,7
2008-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-1.3
2008-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-4.3
2009-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-3.9
2009-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,1.1
2009-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,8.1
2009-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,15.1
2010-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,18.5
2010-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,14.5
2010-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,10.3
2010-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5
2011-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.6
2011-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.3
2011-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-2.9
2011-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-1.6
2012-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-1.5
2012-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-2.4
2012-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.8
2012-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0.9
2013-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-0.5
2013-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,1.5
2013-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,1.6
2013-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0
2014-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2
2014-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.3
2014-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.4
2014-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.5
2015-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3
2015-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,2.8
2015-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,4
2015-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,6
2016-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,4.6
2016-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,6
2016-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5.5
2016-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5.5
2017-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,8.9
2017-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,7.9
2017-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,6.9
2017-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5.7
2018-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3.8
2018-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3
2018-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3.7
2018-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,1.8
2019-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,0
2019-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-0.4
2019-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,-1.4
2019-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,1.9
2020-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3
2020-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,3.6
2020-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5
2020-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,5.2
2021-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,10.9
2021-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,19.1
2021-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,25.2
2021-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Canberra ;,28.8
Unit,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,Percent
Series Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,Original
Data Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,PERCENT
Frequency,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,Quarter
Collection Month,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3
Series Start,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,74
Series ID,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,A83728461J
2004-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2.3
2004-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,0.3
2005-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,0.6
2005-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2.3
2005-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2.1
2005-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2.4
2006-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3.6
2006-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.6
2006-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.7
2006-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.6
2007-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.3
2007-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,9.2
2007-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,11.1
2007-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,13.3
2008-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,12.8
2008-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,7
2008-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,1
2008-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-4
2009-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-4.6
2009-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,0.2
2009-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.8
2009-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,14.3
2010-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,18.1
2010-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,15.6
2010-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,9.6
2010-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,4.4
2011-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,0.4
2011-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-2.2
2011-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-2.7
2011-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-4.1
2012-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-2.6
2012-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-1.6
2012-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,0
2012-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3
2013-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3.1
2013-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,5.3
2013-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.1
2013-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10
2014-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10.8
2014-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10.1
2014-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.8
2014-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.7
2015-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.9
2015-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,9.8
2015-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10.7
2015-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.7
2016-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.8
2016-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,4.1
2016-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3.5
2016-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,7.7
2017-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10.2
2017-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,10.2
2017-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,8.3
2017-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,5
2018-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2
2018-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-0.6
2018-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-1.9
2018-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-5.1
2019-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-7.4
2019-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-7.4
2019-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,-3.7
2019-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,2.5
2020-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,7.4
2020-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,6.2
2020-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,4.5
2020-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,3.6
2021-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,7.5
2021-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,16.8
2021-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,21.7
2021-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Weighted average of eight capital cities ;,23.7
Unit,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,A83728386V
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.4
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.4
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-3
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.2
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,0.7
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.9
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.7
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.5
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,0.5
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.2
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1.9
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.4
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,0.9
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,4
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.5
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.2
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.8
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.4
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.8
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.4
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.7
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,4.3
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,4.1
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,5.4
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.5
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.3
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,0.2
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.3
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,0.4
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.5
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.5
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1.9
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1.1
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.5
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.8
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.8
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.8
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,5.5
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.3
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.5
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.2
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.6
