quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2015-06-01 00:00:00,Residential Property Price Index ;  Perth ;,113.4
2015-09-01 00:00:00,Residential Property Price Index ;  Perth ;,110.7
2015-12-01 00:00:00,Residential Property Price Index ;  Perth ;,111.2
2016-03-01 00:00:00,Residential Property Price Index ;  Perth ;,109.3
2016-06-01 00:00:00,Residential Property Price Index ;  Perth ;,108
2016-09-01 00:00:00,Residential Property Price Index ;  Perth ;,106.3
2016-12-01 00:00:00,Residential Property Price Index ;  Perth ;,106.6
2017-03-01 00:00:00,Residential Property Price Index ;  Perth ;,105.5
2017-06-01 00:00:00,Residential Property Price Index ;  Perth ;,104.7
2017-09-01 00:00:00,Residential Property Price Index ;  Perth ;,103.7
2017-12-01 00:00:00,Residential Property Price Index ;  Perth ;,104.8
2018-03-01 00:00:00,Residential Property Price Index ;  Perth ;,103.9
2018-06-01 00:00:00,Residential Property Price Index ;  Perth ;,103.8
2018-09-01 00:00:00,Residential Property Price Index ;  Perth ;,103.2
2018-12-01 00:00:00,Residential Property Price Index ;  Perth ;,102.2
2019-03-01 00:00:00,Residential Property Price Index ;  Perth ;,101.1
2019-06-01 00:00:00,Residential Property Price Index ;  Perth ;,99.7
2019-09-01 00:00:00,Residential Property Price Index ;  Perth ;,98.5
2019-12-01 00:00:00,Residential Property Price Index ;  Perth ;,99.6
2020-03-01 00:00:00,Residential Property Price Index ;  Perth ;,100.2
2020-06-01 00:00:00,Residential Property Price Index ;  Perth ;,99.5
2020-09-01 00:00:00,Residential Property Price Index ;  Perth ;,100.9
2020-12-01 00:00:00,Residential Property Price Index ;  Perth ;,103.8
2021-03-01 00:00:00,Residential Property Price Index ;  Perth ;,109.2
2021-06-01 00:00:00,Residential Property Price Index ;  Perth ;,114.4
2021-09-01 00:00:00,Residential Property Price Index ;  Perth ;,116.7
2021-12-01 00:00:00,Residential Property Price Index ;  Perth ;,120.1
Unit,Residential Property Price Index ;  Hobart ;,Index Numbers
Series Type,Residential Property Price Index ;  Hobart ;,Original
Data Type,Residential Property Price Index ;  Hobart ;,INDEX
Frequency,Residential Property Price Index ;  Hobart ;,Quarter
Collection Month,Residential Property Price Index ;  Hobart ;,3
Series Start,Residential Property Price Index ;  Hobart ;,2003-09-01 00:00:00
Series End,Residential Property Price Index ;  Hobart ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index ;  Hobart ;,74
Series ID,Residential Property Price Index ;  Hobart ;,A83728428F
2003-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,61.2
2003-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,66.5
2004-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,68.7
2004-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,71.8
2004-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,72.3
2004-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,74.6
2005-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,75.8
2005-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,76.9
2005-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,76.7
2005-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,79.1
2006-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,81
2006-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,83.4
2006-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,84.6
2006-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,86.1
2007-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,88.5
2007-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,89.6
2007-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,92.3
2007-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,96
2008-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,93.9
2008-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,95.2
2008-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,93.3
2008-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,93.9
2009-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,93.4
2009-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,96.4
2009-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,98.6
2009-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,104.2
2010-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,105.9
2010-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,103.6
2010-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,103.5
2010-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,106.6
2011-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,105.9
2011-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,102.9
2011-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,100.6
2011-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,101.9
2012-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,99.4
2012-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,98.2
2012-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,98.1
2012-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,98.4
2013-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,100
2013-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,100
2013-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,101
2013-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,103.3
2014-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,103.7
2014-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,104.1
2014-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,104.4
2014-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,105.2
2015-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,105.7
2015-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,105.7
2015-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,106.2
2015-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,108.9
2016-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,110.1
2016-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,110.9
2016-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,113.4
2016-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,118.5
2017-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,122.5
2017-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,124.7
2017-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,129
2017-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,134
2018-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,139.8
2018-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,144
2018-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,145.8
2018-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,146.8
2019-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,146.2
2019-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,146.9
2019-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,148.8
2019-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,152.8
2020-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,156.5
2020-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,155.8
2020-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,157.7
2020-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,162.6
2021-03-01 00:00:00,Residential Property Price Index ;  Hobart ;,172.5
2021-06-01 00:00:00,Residential Property Price Index ;  Hobart ;,183.3
2021-09-01 00:00:00,Residential Property Price Index ;  Hobart ;,198.3
2021-12-01 00:00:00,Residential Property Price Index ;  Hobart ;,211.1
Unit,Residential Property Price Index ;  Darwin ;,Index Numbers
Series Type,Residential Property Price Index ;  Darwin ;,Original
Data Type,Residential Property Price Index ;  Darwin ;,INDEX
Frequency,Residential Property Price Index ;  Darwin ;,Quarter
Collection Month,Residential Property Price Index ;  Darwin ;,3
Series Start,Residential Property Price Index ;  Darwin ;,2003-09-01 00:00:00
Series End,Residential Property Price Index ;  Darwin ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index ;  Darwin ;,74
Series ID,Residential Property Price Index ;  Darwin ;,A83728437J
2003-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,40.5
2003-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,43.3
2004-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,45.5
2004-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,45.2
2004-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,46.8
2004-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,49.7
2005-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,53.6
2005-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,54.7
2005-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,56.1
2005-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,60.2
2006-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,63.2
2006-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,67.1
2006-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,67.3
2006-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,70.5
2007-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,72.2
2007-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,74.1
2007-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,76.3
2007-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,78.3
2008-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,77.7
2008-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,78.5
2008-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,81.8
2008-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,84.3
2009-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,87.2
2009-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,89
2009-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,92.3
2009-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,98.7
2010-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,99.4
2010-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,100.9
2010-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,101.1
2010-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,101.9
2011-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,99.5
2011-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,96.5
2011-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,96.9
2011-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,98.2
2012-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,100.8
2012-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,104.1
2012-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,105.5
2012-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,107.8
2013-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,109.6
2013-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,111
2013-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,111.3
2013-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,112.8
2014-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,114
2014-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,114.7
2014-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,114.4
2014-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,113.7
2015-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,113.5
2015-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,112.6
2015-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,112.1
2015-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,110.1
2016-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,107.9
2016-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,105.3
2016-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,104
2016-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,102.4
2017-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,101.5
2017-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,100.1
2017-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,97.5
2017-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,96
2018-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,94.9
2018-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,94
2018-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,93.2
2018-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,92.6
2019-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,90.9
2019-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,89.3
2019-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,88.2
2019-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,87.5
2020-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,88.1
2020-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,86.9
2020-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,87.6
2020-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,89.5
2021-03-01 00:00:00,Residential Property Price Index ;  Darwin ;,93.7
2021-06-01 00:00:00,Residential Property Price Index ;  Darwin ;,98
2021-09-01 00:00:00,Residential Property Price Index ;  Darwin ;,99.6
2021-12-01 00:00:00,Residential Property Price Index ;  Darwin ;,101.1
Unit,Residential Property Price Index ;  Canberra ;,Index Numbers
Series Type,Residential Property Price Index ;  Canberra ;,Original
Data Type,Residential Property Price Index ;  Canberra ;,INDEX
Frequency,Residential Property Price Index ;  Canberra ;,Quarter
Collection Month,Residential Property Price Index ;  Canberra ;,3
Series Start,Residential Property Price Index ;  Canberra ;,2003-09-01 00:00:00
Series End,Residential Property Price Index ;  Canberra ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index ;  Canberra ;,74
Series ID,Residential Property Price Index ;  Canberra ;,A83728446K
2003-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,68.3
2003-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,70.9
2004-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,69.9
2004-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,70.1
2004-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,68.6
2004-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,69.7
2005-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,70.3
2005-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,69.9
2005-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,70.1
2005-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,71.7
2006-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,72.5
2006-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,74.3
2006-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,76
2006-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,77.1
2007-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,78.6
2007-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,82
2007-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,86.3
2007-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,88.6
2008-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,89.3
2008-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,87.7
2008-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,85.2
2008-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,84.8
2009-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,85.8
2009-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,88.7
2009-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,92.1
2009-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,97.6
2010-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.7
2010-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.6
2010-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.6
2010-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,102.5
2011-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,102.3
2011-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.9
2011-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,98.7
2011-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,100.9
2012-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,100.8
2012-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,99.5
2012-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,99.5
2012-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.8
2013-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,100.3
2013-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,101
2013-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.1
2013-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,101.8
2014-03-01 00:00:00,Residential Property Price Index ;  Canberra ;,102.3
2014-06-01 00:00:00,Residential Property Price Index ;  Canberra ;,103.3
2014-09-01 00:00:00,Residential Property Price Index ;  Canberra ;,103.5
2014-12-01 00:00:00,Residential Property Price Index ;  Canberra ;,104.3
